,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred
670,0,4,"['Azure', 'PyTorch', 'Excel', 'R', 'NumPy']",0,1,115,58623,2023-10,2,"['PyTorch', 'Scikit-learn', 'KDB+']"
671,1,2,"['R', 'MLflow', 'AWS', 'Flask', 'C++']",2,2,95,95737,2025-07,0,"['TensorFlow', 'FastAPI']"
672,1,7,"['AWS', 'Reinforcement Learning', 'TensorFlow', 'FastAPI', 'SQL', 'Power BI']",2,1,24,86038,2025-01,2,"['LangChain', 'PyTorch', 'BigQuery']"
673,6,6,"['CUDA', 'NumPy', 'Power BI', 'Azure', 'C++']",0,2,14,52929,2024-12,2,"['PyTorch', 'MLflow', 'KDB+']"
674,5,2,"['SQL', 'Flask', 'FastAPI', 'Pandas', 'Power BI']",2,0,22,94926,2025-08,1,"['FastAPI', 'PyTorch', 'MLflow']"
675,2,6,"['GCP', 'Excel', 'NumPy', 'Azure', 'R', 'Pandas']",1,2,0,80350,2024-01,0,"['MLflow', 'BigQuery']"
676,5,5,"['Python', 'MLflow', 'Reinforcement Learning', 'Power BI', 'Flask']",1,2,146,141317,2025-07,0,['LangChain']
677,6,4,"['Flask', 'GCP', 'MLflow', 'Keras', 'CUDA', 'AWS']",1,2,18,144921,2024-01,0,['KDB+']
678,0,1,"['TensorFlow', 'C++', 'AWS', 'GCP']",0,0,131,78021,2024-06,0,"['BigQuery', 'MLflow']"
679,2,0,"['Azure', 'LangChain', 'C++', 'NumPy', 'MLflow']",2,0,157,69902,2025-03,0,"['Scikit-learn', 'LangChain', 'TensorFlow']"
680,5,2,"['Scikit-learn', 'C++', 'LangChain', 'CUDA', 'Excel', 'Flask']",0,1,147,149757,2025-02,2,['PyTorch']
681,4,1,"['Excel', 'AWS', 'Flask', 'NumPy']",0,1,3,115186,2025-05,1,['LangChain']
682,4,0,"['FastAPI', 'Keras', 'MLflow']",1,3,43,48248,2023-10,0,['FastAPI']
683,4,2,"['Keras', 'PyTorch', 'TensorFlow', 'Scikit-learn', 'Azure']",1,3,127,111819,2024-02,0,['KDB+']
684,5,7,"['Excel', 'CUDA', 'Reinforcement Learning']",1,3,154,129844,2024-10,2,"['TensorFlow', 'LangChain', 'PyTorch']"
685,0,1,"['Hugging Face', 'GCP', 'Azure']",0,3,107,121208,2024-09,1,['MLflow']
686,4,7,"['LangChain', 'AWS', 'NumPy', 'Flask', 'GCP', 'Excel']",2,3,190,107216,2025-01,2,['LangChain']
687,5,1,"['SQL', 'NumPy', 'Excel', 'Pandas', 'Python']",1,2,149,41764,2025-07,2,['LangChain']
688,6,3,"['Reinforcement Learning', 'Flask', 'CUDA']",2,0,24,147895,2024-01,0,['BigQuery']
689,5,6,"['C++', 'GCP', 'Pandas', 'MLflow', 'TensorFlow']",2,3,7,47192,2025-06,0,['TensorFlow']
690,0,0,"['Reinforcement Learning', 'C++', 'PyTorch', 'AWS', 'Azure']",1,2,56,48979,2024-07,0,"['FastAPI', 'LangChain', 'KDB+']"
691,0,2,"['LangChain', 'PyTorch', 'GCP', 'AWS', 'C++', 'Azure']",1,3,190,70473,2025-03,2,"['TensorFlow', 'PyTorch']"
692,5,2,"['Hugging Face', 'Flask', 'LangChain', 'TensorFlow', 'Pandas', 'FastAPI']",0,3,43,101941,2024-09,1,"['TensorFlow', 'BigQuery', 'FastAPI']"
693,6,2,"['PyTorch', 'C++', 'Python', 'TensorFlow', 'Power BI']",1,0,48,79422,2025-03,0,"['Scikit-learn', 'BigQuery']"
694,0,6,"['FastAPI', 'Excel', 'TensorFlow']",2,3,166,104607,2024-01,0,"['LangChain', 'Scikit-learn', 'KDB+']"
695,2,3,"['Power BI', 'TensorFlow', 'Keras']",0,3,103,142297,2023-11,0,['FastAPI']
696,4,3,"['Pandas', 'TensorFlow', 'Keras', 'Python', 'Excel']",1,3,41,129959,2024-11,1,['BigQuery']
697,0,6,"['MLflow', 'C++', 'Excel']",2,1,189,78350,2025-02,2,['FastAPI']
698,2,0,"['Azure', 'Flask', 'Keras', 'Scikit-learn', 'Reinforcement Learning', 'GCP']",1,3,64,76271,2024-06,2,"['KDB+', 'MLflow', 'Scikit-learn']"
699,6,7,"['NumPy', 'PyTorch', 'R', 'Flask', 'Python', 'Keras']",2,2,9,55587,2024-04,2,['PyTorch']
700,4,7,"['CUDA', 'Excel', 'Azure', 'NumPy']",2,2,97,127145,2024-01,1,"['TensorFlow', 'MLflow', 'KDB+']"
701,6,3,"['NumPy', 'Pandas', 'Excel']",1,1,35,143724,2024-07,1,"['PyTorch', 'FastAPI', 'BigQuery']"
702,1,6,"['NumPy', 'AWS', 'Reinforcement Learning', 'Scikit-learn', 'MLflow']",0,0,158,89162,2024-12,1,['FastAPI']
703,2,7,"['Flask', 'Keras', 'FastAPI', 'Azure', 'TensorFlow']",1,2,17,91063,2024-04,1,"['PyTorch', 'KDB+', 'MLflow']"
704,0,7,"['SQL', 'Excel', 'GCP', 'Keras', 'FastAPI', 'MLflow']",1,1,14,141577,2024-12,2,"['KDB+', 'MLflow', 'TensorFlow']"
705,4,7,"['Hugging Face', 'MLflow', 'Reinforcement Learning']",0,0,190,54193,2023-10,0,['LangChain']
706,6,5,"['FastAPI', 'Reinforcement Learning', 'PyTorch']",2,0,35,112652,2025-04,2,"['Scikit-learn', 'TensorFlow']"
707,6,7,"['CUDA', 'NumPy', 'Flask', 'LangChain', 'Power BI', 'Azure']",2,3,40,92645,2025-02,2,['LangChain']
708,1,3,"['Power BI', 'Pandas', 'CUDA']",1,3,98,64523,2025-01,0,['FastAPI']
709,2,2,"['Hugging Face', 'Flask', 'Power BI', 'Pandas', 'Excel']",2,3,152,118063,2024-11,2,['Scikit-learn']
710,0,2,"['R', 'PyTorch', 'Flask', 'GCP', 'Hugging Face']",2,3,30,136125,2024-08,1,"['MLflow', 'KDB+']"
711,5,6,"['PyTorch', 'Scikit-learn', 'C++', 'Azure']",2,1,103,89832,2023-12,1,"['LangChain', 'MLflow']"
712,0,7,"['PyTorch', 'MLflow', 'Scikit-learn']",0,2,56,58051,2024-04,2,"['MLflow', 'LangChain', 'PyTorch']"
713,2,1,"['Azure', 'Reinforcement Learning', 'SQL', 'LangChain']",0,1,80,118098,2024-03,2,"['MLflow', 'BigQuery']"
714,1,6,"['R', 'C++', 'Keras']",1,3,27,130644,2025-05,2,"['PyTorch', 'FastAPI', 'TensorFlow']"
715,3,6,"['C++', 'Pandas', 'FastAPI', 'MLflow', 'Excel']",0,2,127,44826,2024-10,0,['TensorFlow']
716,5,4,"['AWS', 'Flask', 'Keras', 'Hugging Face', 'NumPy', 'Scikit-learn']",2,2,173,143864,2023-10,0,['LangChain']
717,5,1,"['AWS', 'Hugging Face', 'GCP', 'Power BI', 'Keras']",1,2,16,119984,2024-09,0,"['TensorFlow', 'PyTorch', 'FastAPI']"
718,1,3,"['GCP', 'R', 'Reinforcement Learning', 'PyTorch', 'Hugging Face', 'Excel']",2,3,111,84432,2024-07,2,['MLflow']
719,6,6,"['PyTorch', 'GCP', 'Keras', 'NumPy', 'Flask']",0,3,190,78737,2025-05,2,"['MLflow', 'TensorFlow']"
720,0,3,"['TensorFlow', 'MLflow', 'C++', 'Flask', 'SQL', 'GCP']",0,2,56,125708,2024-09,1,"['BigQuery', 'MLflow']"
721,4,5,"['C++', 'Pandas', 'Flask', 'Hugging Face', 'Excel']",1,1,192,66588,2024-02,0,"['MLflow', 'BigQuery']"
722,2,3,"['R', 'CUDA', 'Pandas', 'TensorFlow', 'Azure', 'PyTorch']",2,0,137,54873,2023-12,0,"['KDB+', 'LangChain']"
723,0,2,"['Scikit-learn', 'TensorFlow', 'PyTorch', 'Python']",2,2,116,148303,2025-06,1,"['MLflow', 'FastAPI']"
724,6,1,"['TensorFlow', 'GCP', 'Python']",1,3,186,41869,2024-01,1,['BigQuery']
725,5,3,"['FastAPI', 'Hugging Face', 'R', 'Keras', 'NumPy', 'PyTorch']",0,3,120,108841,2024-11,0,"['BigQuery', 'KDB+']"
726,4,5,"['Keras', 'Scikit-learn', 'R', 'Flask', 'Python', 'FastAPI']",1,1,45,114726,2024-09,0,"['KDB+', 'PyTorch', 'FastAPI']"
727,4,7,"['Azure', 'PyTorch', 'CUDA', 'TensorFlow', 'Flask']",2,2,123,80878,2025-01,1,"['PyTorch', 'TensorFlow']"
728,0,6,"['Pandas', 'Azure', 'Power BI']",1,1,23,58935,2025-09,1,"['PyTorch', 'Scikit-learn', 'MLflow']"
729,1,5,"['Reinforcement Learning', 'NumPy', 'LangChain', 'GCP']",0,3,169,122431,2024-03,2,"['PyTorch', 'KDB+']"
730,2,7,"['Excel', 'Hugging Face', 'TensorFlow']",1,3,124,102648,2025-06,1,"['LangChain', 'PyTorch']"
731,5,0,"['AWS', 'MLflow', 'CUDA', 'FastAPI', 'Keras', 'Reinforcement Learning']",2,3,68,61585,2025-05,0,"['PyTorch', 'KDB+']"
732,2,0,"['Pandas', 'TensorFlow', 'NumPy']",0,1,77,53822,2024-01,1,"['TensorFlow', 'FastAPI', 'LangChain']"
733,1,5,"['NumPy', 'SQL', 'Flask', 'Power BI', 'GCP']",2,1,65,107790,2023-11,2,"['Scikit-learn', 'MLflow', 'BigQuery']"
734,4,4,"['PyTorch', 'AWS', 'Flask', 'Scikit-learn']",0,3,74,138168,2024-12,1,"['BigQuery', 'TensorFlow']"
735,3,2,"['Excel', 'Power BI', 'C++', 'R', 'Hugging Face', 'SQL']",0,1,100,129072,2024-03,2,"['FastAPI', 'BigQuery']"
736,3,2,"['Python', 'R', 'Flask']",1,0,71,117435,2024-06,2,"['TensorFlow', 'KDB+']"
737,2,4,"['PyTorch', 'SQL', 'CUDA', 'Excel']",1,3,156,104274,2024-05,0,"['KDB+', 'BigQuery']"
738,5,5,"['Python', 'Excel', 'MLflow']",2,0,13,72786,2025-03,2,"['TensorFlow', 'LangChain']"
739,1,0,"['NumPy', 'R', 'Reinforcement Learning', 'Pandas', 'AWS', 'SQL']",1,1,115,108949,2024-04,0,"['MLflow', 'BigQuery', 'KDB+']"
740,3,1,"['CUDA', 'GCP', 'Flask', 'Excel']",2,0,67,89875,2024-04,2,"['BigQuery', 'LangChain']"
741,3,5,"['TensorFlow', 'C++', 'Excel', 'LangChain', 'Power BI', 'Azure']",2,2,58,146648,2024-03,0,['FastAPI']
742,0,2,"['PyTorch', 'Power BI', 'LangChain', 'Keras']",2,0,89,55334,2024-03,2,"['LangChain', 'MLflow', 'FastAPI']"
743,4,1,"['FastAPI', 'Pandas', 'CUDA', 'C++', 'AWS', 'Hugging Face']",0,1,129,121991,2024-09,2,"['MLflow', 'PyTorch', 'TensorFlow']"
744,4,0,"['Excel', 'NumPy', 'C++', 'Pandas']",0,2,17,137005,2025-05,2,"['KDB+', 'PyTorch']"
745,5,5,"['TensorFlow', 'Hugging Face', 'R']",1,1,14,137915,2024-12,1,['Scikit-learn']
746,2,4,"['GCP', 'SQL', 'NumPy', 'Python', 'Azure']",1,1,165,93505,2025-08,2,"['MLflow', 'FastAPI', 'PyTorch']"
747,3,6,"['Hugging Face', 'SQL', 'Azure', 'LangChain', 'AWS', 'NumPy']",2,1,101,146642,2024-11,1,"['BigQuery', 'TensorFlow']"
748,5,1,"['C++', 'Keras', 'SQL', 'R', 'AWS']",2,0,137,53382,2025-02,1,"['KDB+', 'Scikit-learn']"
749,2,0,"['Pandas', 'GCP', 'Azure', 'LangChain', 'CUDA']",1,3,52,111712,2024-11,2,['KDB+']
750,5,6,"['R', 'Azure', 'Hugging Face', 'C++', 'PyTorch', 'AWS']",1,3,21,45412,2024-07,1,"['PyTorch', 'BigQuery', 'TensorFlow']"
751,5,2,"['NumPy', 'Azure', 'PyTorch', 'Python', 'Pandas', 'R']",0,3,112,96319,2024-08,1,['TensorFlow']
752,6,2,"['Power BI', 'R', 'NumPy']",0,0,177,132679,2025-05,1,"['PyTorch', 'KDB+', 'BigQuery']"
753,6,5,"['Azure', 'MLflow', 'Scikit-learn', 'TensorFlow']",1,0,119,108752,2025-04,0,"['KDB+', 'PyTorch', 'TensorFlow']"
754,5,5,"['TensorFlow', 'LangChain', 'Hugging Face']",2,2,125,146465,2024-10,0,"['Scikit-learn', 'KDB+', 'FastAPI']"
755,1,2,"['Scikit-learn', 'LangChain', 'Power BI', 'TensorFlow']",0,0,56,148789,2024-08,2,['FastAPI']
756,2,5,"['TensorFlow', 'CUDA', 'Excel', 'C++', 'Pandas']",0,2,185,115045,2024-08,2,"['FastAPI', 'MLflow']"
757,0,3,"['GCP', 'Keras', 'Hugging Face', 'TensorFlow', 'SQL']",2,2,25,135301,2023-12,0,['PyTorch']
758,2,6,"['LangChain', 'Hugging Face', 'NumPy']",0,3,115,77322,2025-03,1,"['KDB+', 'Scikit-learn']"
759,4,5,"['Excel', 'PyTorch', 'TensorFlow']",2,0,156,87528,2024-07,0,['TensorFlow']
760,1,2,"['Python', 'LangChain', 'SQL', 'TensorFlow', 'Excel']",1,3,63,100842,2024-08,2,['TensorFlow']
761,6,0,"['SQL', 'CUDA', 'Flask', 'MLflow', 'TensorFlow']",1,3,79,95461,2024-11,1,"['Scikit-learn', 'FastAPI', 'LangChain']"
762,1,4,"['Excel', 'Azure', 'FastAPI', 'LangChain', 'GCP']",0,1,193,40926,2023-09,0,"['Scikit-learn', 'LangChain', 'FastAPI']"
763,0,1,"['PyTorch', 'Excel', 'CUDA', 'Keras']",1,1,84,145229,2024-04,1,"['LangChain', 'FastAPI']"
764,6,6,"['MLflow', 'AWS', 'CUDA', 'Hugging Face', 'FastAPI', 'NumPy']",1,2,178,56261,2024-02,1,"['FastAPI', 'KDB+']"
765,3,0,"['PyTorch', 'Hugging Face', 'MLflow', 'R', 'Keras', 'Reinforcement Learning']",0,0,86,123318,2024-09,0,"['BigQuery', 'PyTorch', 'TensorFlow']"
766,3,5,"['Pandas', 'CUDA', 'GCP', 'TensorFlow']",0,0,89,48577,2024-11,2,['BigQuery']
767,1,3,"['MLflow', 'Power BI', 'Pandas', 'SQL']",2,3,42,45866,2025-07,0,['Scikit-learn']
768,0,7,"['PyTorch', 'AWS', 'SQL']",2,1,118,82486,2023-09,1,"['FastAPI', 'BigQuery']"
769,6,3,"['Excel', 'NumPy', 'R', 'TensorFlow']",2,0,184,97109,2024-02,0,['PyTorch']
770,3,3,"['Excel', 'Pandas', 'AWS', 'MLflow']",2,3,6,68376,2023-12,1,"['KDB+', 'MLflow', 'TensorFlow']"
771,0,1,"['Keras', 'Flask', 'NumPy']",2,3,42,112752,2025-06,1,"['FastAPI', 'KDB+', 'MLflow']"
772,0,7,"['Reinforcement Learning', 'Power BI', 'SQL', 'MLflow', 'Excel', 'Scikit-learn']",0,0,82,126011,2024-10,2,"['Scikit-learn', 'MLflow']"
773,6,0,"['SQL', 'AWS', 'Python']",1,0,127,143118,2025-08,2,"['Scikit-learn', 'BigQuery']"
774,3,5,"['AWS', 'GCP', 'Reinforcement Learning', 'Pandas', 'C++', 'NumPy']",0,3,181,80005,2024-08,1,['LangChain']
775,6,5,"['R', 'Azure', 'Python']",2,0,84,65236,2024-11,2,"['BigQuery', 'KDB+']"
776,5,7,"['Scikit-learn', 'Reinforcement Learning', 'Pandas', 'LangChain', 'Python', 'CUDA']",2,3,93,106312,2025-06,2,"['KDB+', 'Scikit-learn']"
777,4,7,"['Hugging Face', 'LangChain', 'Keras', 'NumPy']",1,3,37,70970,2023-09,2,"['FastAPI', 'KDB+']"
778,6,1,"['NumPy', 'LangChain', 'MLflow', 'CUDA', 'TensorFlow']",1,0,159,79563,2024-01,2,['MLflow']
779,1,3,"['NumPy', 'Python', 'Pandas']",0,2,69,142504,2025-05,1,"['PyTorch', 'Scikit-learn', 'BigQuery']"
780,5,2,"['MLflow', 'Keras', 'Hugging Face', 'Scikit-learn', 'R']",1,0,99,134914,2025-02,0,['TensorFlow']
781,0,6,"['MLflow', 'Scikit-learn', 'SQL']",2,3,85,110442,2025-06,2,['FastAPI']
782,6,4,"['TensorFlow', 'Reinforcement Learning', 'Python', 'AWS', 'Pandas', 'Power BI']",1,3,103,108092,2024-08,0,"['TensorFlow', 'KDB+', 'Scikit-learn']"
783,0,3,"['NumPy', 'FastAPI', 'PyTorch']",0,2,110,130779,2023-11,2,"['KDB+', 'TensorFlow', 'Scikit-learn']"
784,0,1,"['TensorFlow', 'MLflow', 'SQL', 'Flask', 'CUDA', 'C++']",1,3,128,91255,2023-10,0,"['KDB+', 'PyTorch']"
785,5,4,"['LangChain', 'Hugging Face', 'Excel', 'Reinforcement Learning', 'Python']",0,2,46,90879,2023-09,0,"['TensorFlow', 'BigQuery']"
786,3,7,"['Excel', 'Pandas', 'NumPy', 'Azure']",1,2,177,115822,2024-09,1,['FastAPI']
787,5,1,"['Power BI', 'C++', 'Excel', 'PyTorch', 'Pandas']",1,0,189,83481,2024-10,1,"['MLflow', 'LangChain', 'Scikit-learn']"
788,2,5,"['LangChain', 'Flask', 'Pandas']",2,3,65,99587,2024-09,2,['BigQuery']
789,1,0,"['NumPy', 'MLflow', 'TensorFlow', 'GCP', 'Reinforcement Learning', 'R']",1,2,130,58111,2023-11,1,"['Scikit-learn', 'FastAPI']"
790,6,5,"['Hugging Face', 'PyTorch', 'CUDA', 'MLflow']",2,0,132,43453,2025-04,0,"['Scikit-learn', 'TensorFlow', 'MLflow']"
791,1,2,"['MLflow', 'Pandas', 'GCP']",0,1,192,118748,2024-08,0,"['PyTorch', 'KDB+']"
792,5,0,"['Python', 'C++', 'CUDA', 'Excel', 'SQL', 'TensorFlow']",0,2,55,78422,2025-09,0,"['LangChain', 'KDB+', 'BigQuery']"
793,2,1,"['NumPy', 'C++', 'Flask', 'AWS', 'Power BI']",0,2,113,112925,2024-10,2,"['MLflow', 'LangChain', 'Scikit-learn']"
794,5,3,"['AWS', 'Excel', 'NumPy', 'Flask', 'TensorFlow', 'Keras']",0,2,62,117216,2023-11,2,"['Scikit-learn', 'BigQuery']"
795,5,4,"['Scikit-learn', 'NumPy', 'Reinforcement Learning', 'C++', 'LangChain']",1,0,23,108484,2024-10,2,"['BigQuery', 'TensorFlow']"
796,6,7,"['TensorFlow', 'R', 'Python']",2,2,15,77543,2024-04,1,"['MLflow', 'KDB+']"
797,3,1,"['NumPy', 'TensorFlow', 'CUDA']",0,1,125,41105,2024-11,1,"['FastAPI', 'LangChain', 'PyTorch']"
798,5,5,"['Reinforcement Learning', 'Flask', 'TensorFlow']",0,1,187,119337,2025-05,0,['FastAPI']
799,0,7,"['SQL', 'TensorFlow', 'CUDA']",1,0,24,110827,2025-03,0,['MLflow']
800,2,6,"['Flask', 'C++', 'LangChain', 'AWS', 'Keras', 'GCP']",1,0,40,68942,2025-03,2,"['FastAPI', 'LangChain']"
801,0,3,"['Reinforcement Learning', 'C++', 'MLflow']",1,1,18,132080,2024-01,0,"['FastAPI', 'LangChain']"
802,5,4,"['GCP', 'C++', 'CUDA', 'LangChain']",0,3,70,78884,2025-06,0,"['TensorFlow', 'FastAPI']"
803,0,2,"['Keras', 'R', 'CUDA', 'NumPy']",0,2,84,109567,2023-11,0,"['Scikit-learn', 'TensorFlow']"
804,4,1,"['NumPy', 'Reinforcement Learning', 'FastAPI', 'GCP', 'AWS']",0,2,111,48357,2025-03,1,['TensorFlow']
805,6,2,"['R', 'Pandas', 'Flask']",1,0,140,99903,2023-11,0,['FastAPI']
806,0,2,"['SQL', 'GCP', 'Reinforcement Learning', 'Python', 'Power BI', 'R']",1,3,93,84022,2025-04,0,['MLflow']
807,4,6,"['TensorFlow', 'Reinforcement Learning', 'Python', 'C++', 'CUDA']",0,1,119,90182,2024-04,1,"['PyTorch', 'TensorFlow', 'Scikit-learn']"
808,5,5,"['PyTorch', 'Azure', 'GCP', 'Python', 'AWS', 'Power BI']",2,3,194,63292,2025-02,2,['BigQuery']
809,0,0,"['Keras', 'Reinforcement Learning', 'MLflow']",0,3,127,55596,2025-06,1,['KDB+']
810,1,5,"['PyTorch', 'Keras', 'R', 'Excel']",0,1,22,98886,2024-11,1,"['MLflow', 'PyTorch']"
811,6,7,"['Excel', 'C++', 'Hugging Face', 'R']",2,3,140,95671,2023-10,2,"['TensorFlow', 'MLflow', 'Scikit-learn']"
812,1,0,"['LangChain', 'Azure', 'Python']",2,2,81,54859,2024-09,2,"['KDB+', 'PyTorch', 'FastAPI']"
813,6,2,"['SQL', 'FastAPI', 'Excel', 'Keras']",0,2,175,84637,2024-05,2,"['Scikit-learn', 'MLflow']"
814,0,7,"['Keras', 'C++', 'Pandas', 'CUDA', 'LangChain']",2,1,24,68935,2024-02,0,"['FastAPI', 'KDB+', 'Scikit-learn']"
815,4,2,"['Flask', 'TensorFlow', 'SQL', 'Pandas']",1,2,55,65508,2024-01,0,"['BigQuery', 'FastAPI', 'LangChain']"
816,5,0,"['Pandas', 'NumPy', 'Excel']",1,2,159,56129,2024-03,1,['TensorFlow']
817,3,5,"['SQL', 'Power BI', 'Reinforcement Learning', 'Keras']",1,0,38,85447,2024-10,0,"['Scikit-learn', 'TensorFlow', 'FastAPI']"
818,5,1,"['MLflow', 'SQL', 'Excel']",1,0,127,130152,2024-04,1,"['FastAPI', 'LangChain', 'TensorFlow']"
819,5,3,"['Excel', 'GCP', 'Reinforcement Learning', 'Hugging Face', 'CUDA', 'Python']",0,1,176,141832,2025-04,2,"['Scikit-learn', 'KDB+']"
820,1,3,"['Power BI', 'MLflow', 'Reinforcement Learning']",0,3,193,146129,2025-01,0,"['KDB+', 'PyTorch']"
821,5,5,"['R', 'Pandas', 'NumPy']",2,3,64,96885,2023-11,0,['TensorFlow']
822,3,7,"['NumPy', 'Excel', 'Reinforcement Learning', 'Python', 'SQL']",0,1,116,104902,2025-05,0,['KDB+']
823,4,1,"['NumPy', 'Flask', 'C++']",0,0,91,90748,2024-08,0,['PyTorch']
824,5,1,"['MLflow', 'Power BI', 'Keras', 'Flask', 'CUDA']",1,3,40,88375,2024-04,1,"['Scikit-learn', 'KDB+', 'BigQuery']"
825,4,0,"['Scikit-learn', 'TensorFlow', 'Excel', 'CUDA']",1,0,132,70090,2023-11,2,"['MLflow', 'PyTorch', 'FastAPI']"
826,1,0,"['LangChain', 'NumPy', 'C++']",0,0,9,95361,2024-04,2,"['PyTorch', 'TensorFlow', 'KDB+']"
827,3,6,"['GCP', 'CUDA', 'NumPy', 'Azure']",1,1,112,41043,2024-06,2,['PyTorch']
828,0,1,"['Reinforcement Learning', 'NumPy', 'Power BI']",2,2,144,51739,2025-01,1,"['MLflow', 'BigQuery']"
829,2,2,"['FastAPI', 'NumPy', 'Excel', 'Flask']",1,1,14,136245,2023-09,1,"['PyTorch', 'Scikit-learn', 'TensorFlow']"
830,2,4,"['FastAPI', 'NumPy', 'Reinforcement Learning', 'Pandas', 'R']",1,1,122,94816,2024-12,0,"['TensorFlow', 'FastAPI']"
831,5,0,"['LangChain', 'PyTorch', 'Scikit-learn', 'NumPy', 'SQL', 'Flask']",0,2,173,139236,2023-10,2,"['Scikit-learn', 'KDB+']"
832,5,1,"['Keras', 'Scikit-learn', 'Pandas']",1,1,187,67231,2024-10,1,"['BigQuery', 'PyTorch', 'MLflow']"
833,1,5,"['Pandas', 'LangChain', 'AWS', 'Hugging Face']",0,0,114,137964,2024-08,1,['LangChain']
834,2,4,"['Azure', 'CUDA', 'GCP', 'TensorFlow', 'C++']",1,2,39,95174,2024-09,0,"['FastAPI', 'PyTorch', 'BigQuery']"
835,2,5,"['Python', 'Excel', 'Azure', 'PyTorch']",2,3,3,139025,2025-08,0,['KDB+']
836,3,1,"['GCP', 'Flask', 'PyTorch']",2,1,125,80064,2025-02,2,"['PyTorch', 'KDB+']"
837,5,0,"['SQL', 'Hugging Face', 'R', 'Python', 'Azure', 'LangChain']",1,1,169,123917,2025-02,1,['KDB+']
838,6,4,"['MLflow', 'Azure', 'Hugging Face']",0,2,130,112129,2025-04,2,"['MLflow', 'LangChain', 'BigQuery']"
839,1,7,"['Power BI', 'Hugging Face', 'Flask', 'Keras', 'Reinforcement Learning', 'SQL']",0,2,122,93495,2025-08,1,['BigQuery']
840,5,4,"['Hugging Face', 'Scikit-learn', 'LangChain', 'TensorFlow', 'Excel']",1,1,4,93984,2024-08,0,['Scikit-learn']
841,0,4,"['Python', 'Keras', 'PyTorch', 'Reinforcement Learning', 'SQL', 'R']",0,2,132,141497,2024-12,0,['TensorFlow']
842,3,6,"['C++', 'MLflow', 'Reinforcement Learning', 'TensorFlow', 'GCP', 'Flask']",2,2,92,108227,2025-08,2,"['BigQuery', 'MLflow', 'Scikit-learn']"
843,6,4,"['SQL', 'Flask', 'LangChain', 'Excel', 'Python']",2,0,57,46507,2024-03,2,"['Scikit-learn', 'LangChain', 'KDB+']"
844,6,5,"['MLflow', 'Python', 'R', 'AWS', 'Hugging Face', 'Scikit-learn']",2,1,62,144378,2024-08,0,"['KDB+', 'BigQuery', 'Scikit-learn']"
845,1,1,"['Excel', 'AWS', 'PyTorch', 'GCP', 'NumPy', 'Reinforcement Learning']",2,0,126,116988,2025-07,1,"['FastAPI', 'MLflow', 'KDB+']"
846,4,7,"['GCP', 'NumPy', 'Hugging Face']",0,3,0,49343,2024-07,0,"['Scikit-learn', 'LangChain']"
847,5,0,"['NumPy', 'Azure', 'AWS', 'Keras', 'R']",0,1,26,102358,2024-12,1,"['LangChain', 'BigQuery', 'MLflow']"
848,5,2,"['LangChain', 'PyTorch', 'AWS', 'Power BI', 'R']",1,0,61,124228,2025-02,2,['MLflow']
849,3,1,"['C++', 'FastAPI', 'Power BI', 'SQL', 'AWS', 'Reinforcement Learning']",2,3,48,128700,2025-09,1,['FastAPI']
850,5,3,"['Keras', 'SQL', 'TensorFlow']",0,2,79,53005,2025-04,2,"['BigQuery', 'TensorFlow']"
851,4,1,"['NumPy', 'Excel', 'TensorFlow']",2,0,67,112949,2025-03,1,['LangChain']
852,4,6,"['SQL', 'NumPy', 'Keras']",1,2,107,53274,2025-05,0,"['Scikit-learn', 'FastAPI', 'LangChain']"
853,3,6,"['Keras', 'Pandas', 'MLflow']",1,0,148,61527,2025-04,2,"['FastAPI', 'KDB+']"
854,6,4,"['Keras', 'Flask', 'Scikit-learn', 'Reinforcement Learning', 'Power BI', 'AWS']",2,3,29,80834,2024-04,1,"['MLflow', 'Scikit-learn', 'BigQuery']"
855,5,4,"['SQL', 'CUDA', 'Flask']",0,3,130,143635,2024-05,1,"['Scikit-learn', 'BigQuery', 'MLflow']"
856,2,0,"['Flask', 'Scikit-learn', 'GCP', 'TensorFlow', 'NumPy']",0,3,165,67463,2023-11,2,['KDB+']
857,2,5,"['Reinforcement Learning', 'FastAPI', 'R', 'Azure', 'PyTorch', 'Scikit-learn']",0,2,177,139626,2024-11,1,"['BigQuery', 'PyTorch', 'FastAPI']"
858,4,3,"['Excel', 'TensorFlow', 'SQL', 'Power BI', 'LangChain', 'Scikit-learn']",0,0,12,119828,2025-01,0,"['BigQuery', 'PyTorch', 'KDB+']"
859,5,5,"['CUDA', 'C++', 'Azure', 'FastAPI', 'PyTorch']",0,0,67,76830,2024-08,0,"['BigQuery', 'MLflow', 'TensorFlow']"
860,0,2,"['Python', 'GCP', 'NumPy']",0,2,23,94999,2023-10,2,"['MLflow', 'Scikit-learn']"
861,5,6,"['C++', 'Excel', 'NumPy', 'Pandas', 'TensorFlow']",0,3,98,86971,2024-12,0,"['LangChain', 'PyTorch', 'MLflow']"
862,0,3,"['SQL', 'C++', 'Flask', 'Scikit-learn', 'Power BI', 'R']",2,1,145,104785,2024-08,2,['LangChain']
863,3,4,"['NumPy', 'Python', 'PyTorch', 'C++', 'AWS']",2,1,191,42308,2024-05,1,"['Scikit-learn', 'BigQuery', 'KDB+']"
