industry,job_title,skills_required,experience_level,employment_type,posted_date,company_size,tools_preferred,salary_min,country
Education,Data Scientist,"['Pandas', 'NumPy', 'TensorFlow', 'SQL']",Senior,Internship,2024-05-23,Mid,"['KDB+', 'LangChain', 'BigQuery']",81248,KN
Healthcare,AI Researcher,"['Pandas', 'PyTorch', 'Power BI', 'FastAPI', 'TensorFlow']",Mid,Contract,2024-05-24,Large,"['PyTorch', 'FastAPI', 'LangChain']",107629,AD
Education,AI Researcher,"['Power BI', 'Keras', 'Pandas', 'Excel', 'NumPy', 'PyTorch']",Senior,Contract,2024-05-24,Large,"['TensorFlow', 'Scikit-learn']",117573,EC
Tech,AI Researcher,"['Flask', 'Azure', 'Hugging Face', 'FastAPI', 'Excel']",Mid,Contract,2024-05-25,Mid,"['PyTorch', 'BigQuery']",92704,SL
Finance,Quant Researcher,"['Azure', 'LangChain', 'GCP', 'AWS', 'Flask']",Senior,Contract,2024-05-25,Large,['MLflow'],146173,IT
Finance,Quant Researcher,"['Excel', 'SQL', 'AWS', 'Scikit-learn', 'GCP']",Senior,Contract,2024-05-25,Startup,"['LangChain', 'MLflow', 'Scikit-learn']",143861,NP
Automotive,AI Product Manager,"['Azure', 'R', 'MLflow', 'Python', 'AWS']",Entry,Full-time,2024-05-25,Mid,"['LangChain', 'BigQuery']",65913,IN
Tech,Data Analyst,"['CUDA', 'AWS', 'Scikit-learn']",Mid,Internship,2024-05-26,Mid,['MLflow'],117659,DM
Retail,Data Scientist,"['Scikit-learn', 'C++', 'GCP', 'FastAPI']",Senior,Contract,2024-05-26,Startup,"['TensorFlow', 'Scikit-learn', 'BigQuery']",87741,YE
Healthcare,ML Engineer,"['TensorFlow', 'LangChain', 'AWS']",Senior,Full-time,2024-05-27,Startup,"['TensorFlow', 'KDB+', 'FastAPI']",122827,PK
Retail,Data Scientist,"['Pandas', 'GCP', 'C++', 'Reinforcement Learning']",Senior,Internship,2024-05-28,Startup,['MLflow'],92187,NA
Education,Data Analyst,"['CUDA', 'Hugging Face', 'GCP', 'FastAPI']",Entry,Full-time,2024-05-29,Large,"['BigQuery', 'TensorFlow', 'FastAPI']",113673,AT
Retail,AI Product Manager,"['FastAPI', 'GCP', 'LangChain', 'MLflow']",Entry,Full-time,2024-05-30,Large,"['PyTorch', 'KDB+']",102546,CF
Healthcare,Data Scientist,"['Reinforcement Learning', 'Scikit-learn', 'TensorFlow', 'PyTorch', 'Hugging Face', 'Flask']",Mid,Contract,2024-05-30,Startup,['PyTorch'],120259,CD
Tech,Computer Vision Engineer,"['SQL', 'FastAPI', 'Excel', 'Keras']",Entry,Internship,2024-05-30,Startup,"['Scikit-learn', 'MLflow']",84637,TR
Education,ML Engineer,"['AWS', 'NumPy', 'Excel', 'CUDA']",Mid,Internship,2024-05-30,Startup,"['MLflow', 'KDB+', 'Scikit-learn']",95776,BH
E-commerce,ML Engineer,"['Excel', 'R', 'Pandas']",Entry,Remote,2024-05-30,Large,"['FastAPI', 'PyTorch']",47496,AM
Education,AI Product Manager,"['MLflow', 'CUDA', 'GCP', 'Pandas', 'Power BI']",Mid,Remote,2024-05-30,Mid,"['KDB+', 'Scikit-learn', 'MLflow']",98022,CI
Education,Computer Vision Engineer,"['Hugging Face', 'FastAPI', 'GCP', 'Pandas', 'SQL']",Mid,Contract,2024-05-31,Large,"['Scikit-learn', 'LangChain']",81177,SA
Retail,NLP Engineer,"['SQL', 'Reinforcement Learning', 'LangChain', 'R']",Senior,Remote,2024-05-31,Startup,"['PyTorch', 'KDB+']",145357,RS
Automotive,ML Engineer,"['TensorFlow', 'Reinforcement Learning', 'SQL', 'NumPy', 'Python']",Entry,Contract,2024-06-01,Mid,"['FastAPI', 'TensorFlow']",85552,KR
Education,AI Researcher,"['CUDA', 'TensorFlow', 'FastAPI', 'Power BI', 'LangChain', 'MLflow']",Entry,Contract,2024-06-03,Startup,['KDB+'],41074,GR
Healthcare,NLP Engineer,"['Flask', 'GCP', 'Azure', 'Reinforcement Learning', 'PyTorch']",Mid,Contract,2024-06-04,Mid,"['MLflow', 'PyTorch', 'KDB+']",59563,KH
Healthcare,AI Product Manager,"['Scikit-learn', 'SQL', 'GCP', 'Hugging Face']",Senior,Contract,2024-06-04,Mid,['MLflow'],110697,VU
Healthcare,NLP Engineer,"['C++', 'Excel', 'Scikit-learn', 'FastAPI', 'Power BI']",Mid,Full-time,2024-06-04,Large,"['LangChain', 'PyTorch']",129724,AE
Automotive,Data Scientist,"['Scikit-learn', 'Power BI', 'R', 'Reinforcement Learning', 'Excel', 'Azure']",Senior,Full-time,2024-06-04,Mid,['KDB+'],74834,JM
Automotive,Data Scientist,"['SQL', 'Hugging Face', 'CUDA', 'GCP', 'NumPy', 'C++']",Senior,Full-time,2024-06-04,Mid,"['PyTorch', 'Scikit-learn']",50207,AE
Education,ML Engineer,"['Power BI', 'LangChain', 'Python', 'Reinforcement Learning', 'TensorFlow', 'PyTorch']",Senior,Internship,2024-06-04,Large,"['Scikit-learn', 'MLflow']",44946,AD
Finance,Data Analyst,"['AWS', 'FastAPI', 'R', 'C++', 'Python', 'Reinforcement Learning']",Senior,Full-time,2024-06-05,Mid,"['LangChain', 'MLflow']",113410,SN
Retail,Data Scientist,"['C++', 'Python', 'R', 'Excel']",Entry,Internship,2024-06-05,Startup,['KDB+'],113739,AL
Tech,Quant Researcher,"['Scikit-learn', 'R', 'Power BI']",Mid,Full-time,2024-06-05,Large,"['PyTorch', 'LangChain', 'BigQuery']",98270,FJ
Automotive,Data Analyst,"['C++', 'NumPy', 'Power BI', 'MLflow', 'CUDA']",Senior,Contract,2024-06-06,Large,"['BigQuery', 'TensorFlow']",102227,GR
Finance,Data Analyst,"['Keras', 'Python', 'Hugging Face', 'Flask']",Senior,Internship,2024-06-06,Mid,"['TensorFlow', 'FastAPI']",68706,IQ
Finance,Quant Researcher,"['Python', 'Excel', 'Scikit-learn', 'TensorFlow', 'R']",Mid,Remote,2024-06-06,Startup,"['LangChain', 'BigQuery', 'FastAPI']",42058,IR
Finance,Data Analyst,"['Scikit-learn', 'SQL', 'Azure']",Entry,Contract,2024-06-07,Startup,['TensorFlow'],70932,TT
Tech,Computer Vision Engineer,"['PyTorch', 'Excel', 'TensorFlow', 'Scikit-learn', 'Power BI']",Mid,Internship,2024-06-07,Startup,"['KDB+', 'LangChain']",47724,BB
Healthcare,AI Product Manager,"['FastAPI', 'TensorFlow', 'Python', 'GCP']",Entry,Internship,2024-06-07,Mid,"['FastAPI', 'BigQuery', 'PyTorch']",121766,BI
Finance,NLP Engineer,"['Scikit-learn', 'LangChain', 'Hugging Face', 'Python']",Mid,Internship,2024-06-08,Startup,['PyTorch'],100075,PH
Education,Data Scientist,"['FastAPI', 'Azure', 'TensorFlow']",Mid,Internship,2024-06-08,Mid,['TensorFlow'],123639,MZ
Healthcare,Quant Researcher,"['NumPy', 'Reinforcement Learning', 'Python', 'Hugging Face', 'PyTorch', 'GCP']",Entry,Internship,2024-06-08,Large,['TensorFlow'],59030,GB
E-commerce,Data Analyst,"['Python', 'Power BI', 'Hugging Face', 'AWS']",Mid,Internship,2024-06-08,Mid,"['LangChain', 'BigQuery']",60237,NG
E-commerce,Data Analyst,"['TensorFlow', 'Keras', 'PyTorch', 'Reinforcement Learning']",Senior,Internship,2024-06-09,Startup,"['PyTorch', 'Scikit-learn']",120234,NZ
E-commerce,ML Engineer,"['Flask', 'FastAPI', 'CUDA']",Mid,Internship,2024-06-09,Large,"['TensorFlow', 'FastAPI']",91346,DO
Automotive,AI Researcher,"['Flask', 'Power BI', 'AWS', 'NumPy', 'CUDA', 'Azure']",Mid,Remote,2024-06-09,Mid,"['PyTorch', 'Scikit-learn']",132233,DM
Retail,Data Scientist,"['PyTorch', 'Power BI', 'AWS', 'FastAPI']",Senior,Internship,2024-06-10,Mid,['LangChain'],87411,NL
Education,AI Product Manager,"['Azure', 'Flask', 'Keras', 'Scikit-learn', 'Reinforcement Learning', 'GCP']",Mid,Full-time,2024-06-11,Startup,"['KDB+', 'MLflow', 'Scikit-learn']",76271,GM
E-commerce,Data Analyst,"['Excel', 'GCP', 'Scikit-learn', 'PyTorch']",Senior,Full-time,2024-06-11,Mid,['KDB+'],45973,CO
Automotive,ML Engineer,"['NumPy', 'MLflow', 'CUDA', 'Azure', 'C++', 'GCP']",Entry,Internship,2024-06-12,Mid,['LangChain'],68689,LB
Finance,NLP Engineer,"['GCP', 'CUDA', 'NumPy', 'Azure']",Mid,Remote,2024-06-12,Startup,['PyTorch'],41043,MH
Retail,AI Product Manager,"['Scikit-learn', 'TensorFlow', 'Power BI', 'SQL', 'Hugging Face', 'Excel']",Entry,Internship,2024-06-13,Startup,"['LangChain', 'TensorFlow']",73723,AE
Tech,ML Engineer,"['PyTorch', 'TensorFlow', 'FastAPI', 'C++', 'SQL', 'GCP']",Senior,Remote,2024-06-14,Mid,['Scikit-learn'],142574,ME
E-commerce,Quant Researcher,"['PyTorch', 'Hugging Face', 'GCP', 'Flask']",Mid,Full-time,2024-06-16,Large,['Scikit-learn'],130041,GA
Finance,Computer Vision Engineer,"['AWS', 'Hugging Face', 'MLflow', 'Excel', 'C++']",Entry,Internship,2024-06-16,Large,"['BigQuery', 'PyTorch', 'Scikit-learn']",74698,BN
Tech,Data Analyst,"['GCP', 'PyTorch', 'Keras', 'Reinforcement Learning', 'C++']",Mid,Contract,2024-06-16,Mid,"['Scikit-learn', 'FastAPI']",138711,TN
Healthcare,Data Scientist,"['Flask', 'Python', 'C++', 'Azure']",Entry,Full-time,2024-06-17,Startup,"['FastAPI', 'Scikit-learn']",137712,FJ
Healthcare,Data Analyst,"['CUDA', 'Excel', 'FastAPI', 'MLflow']",Mid,Internship,2024-06-17,Large,['Scikit-learn'],77836,JP
Finance,Data Analyst,"['GCP', 'SQL', 'Keras', 'AWS', 'Python']",Mid,Remote,2024-06-18,Large,"['TensorFlow', 'FastAPI']",96374,KP
Education,AI Product Manager,"['Keras', 'Excel', 'SQL', 'Python', 'Scikit-learn']",Entry,Remote,2024-06-19,Mid,"['FastAPI', 'Scikit-learn', 'MLflow']",116281,LK
Healthcare,Quant Researcher,"['Azure', 'MLflow', 'Excel', 'CUDA']",Mid,Contract,2024-06-20,Mid,['Scikit-learn'],43248,BS
E-commerce,Data Scientist,"['Pandas', 'MLflow', 'Azure', 'Reinforcement Learning', 'FastAPI', 'R']",Senior,Full-time,2024-06-20,Large,"['MLflow', 'PyTorch', 'TensorFlow']",133703,IE
Automotive,Data Analyst,"['AWS', 'C++', 'Hugging Face', 'Azure', 'TensorFlow', 'MLflow']",Senior,Internship,2024-06-20,Startup,"['KDB+', 'BigQuery']",87515,GT
Automotive,AI Researcher,"['Reinforcement Learning', 'Keras', 'PyTorch', 'Pandas', 'C++', 'Hugging Face']",Mid,Remote,2024-06-20,Large,"['KDB+', 'Scikit-learn']",107946,SC
Healthcare,NLP Engineer,"['FastAPI', 'C++', 'R', 'Scikit-learn', 'GCP', 'Flask']",Mid,Internship,2024-06-21,Large,"['PyTorch', 'FastAPI', 'MLflow']",42116,NA
Retail,ML Engineer,"['Scikit-learn', 'R', 'TensorFlow', 'Power BI', 'Azure']",Mid,Internship,2024-06-22,Mid,"['PyTorch', 'LangChain']",66368,ZM
Tech,ML Engineer,"['FastAPI', 'NumPy', 'R']",Senior,Internship,2024-06-22,Startup,['LangChain'],50349,PT
Finance,Computer Vision Engineer,"['Python', 'R', 'Flask']",Mid,Contract,2024-06-23,Startup,"['TensorFlow', 'KDB+']",117435,HN
E-commerce,Quant Researcher,"['LangChain', 'R', 'Keras', 'Python', 'TensorFlow', 'Excel']",Mid,Full-time,2024-06-23,Mid,['LangChain'],133828,SA
Tech,AI Researcher,"['LangChain', 'Pandas', 'AWS']",Mid,Contract,2024-06-24,Large,['FastAPI'],77831,LS
Automotive,NLP Engineer,"['AWS', 'NumPy', 'CUDA', 'Azure', 'SQL', 'Hugging Face']",Mid,Full-time,2024-06-24,Mid,"['TensorFlow', 'FastAPI']",99303,CU
Automotive,ML Engineer,"['GCP', 'TensorFlow', 'MLflow']",Mid,Contract,2024-06-24,Large,['PyTorch'],117833,LV
Tech,Quant Researcher,"['Keras', 'Excel', 'TensorFlow']",Senior,Full-time,2024-06-27,Startup,"['KDB+', 'PyTorch']",54565,TG
Finance,Data Analyst,"['Power BI', 'Excel', 'GCP']",Senior,Remote,2024-06-27,Mid,['MLflow'],53583,NL
E-commerce,AI Researcher,"['FastAPI', 'C++', 'MLflow', 'Reinforcement Learning']",Senior,Full-time,2024-06-27,Large,"['TensorFlow', 'MLflow']",116301,FI
Education,Quant Researcher,"['Azure', 'Pandas', 'TensorFlow', 'AWS']",Mid,Remote,2024-06-27,Large,"['BigQuery', 'Scikit-learn', 'PyTorch']",143486,FM
Retail,Quant Researcher,"['Scikit-learn', 'PyTorch', 'Python']",Entry,Contract,2024-06-27,Mid,['Scikit-learn'],86695,AF
Finance,Quant Researcher,"['TensorFlow', 'Hugging Face', 'CUDA', 'PyTorch']",Entry,Contract,2024-06-28,Mid,"['BigQuery', 'MLflow', 'FastAPI']",142708,AG
E-commerce,AI Product Manager,"['Flask', 'LangChain', 'Power BI', 'Azure']",Mid,Full-time,2024-06-29,Large,"['KDB+', 'LangChain']",58910,BD
Retail,Computer Vision Engineer,"['NumPy', 'Keras', 'Reinforcement Learning']",Mid,Internship,2024-06-29,Startup,['Scikit-learn'],87853,CV
Automotive,AI Researcher,"['Python', 'MLflow', 'SQL']",Mid,Internship,2024-06-30,Large,"['Scikit-learn', 'MLflow', 'FastAPI']",50054,VC
Automotive,AI Researcher,"['TensorFlow', 'C++', 'AWS', 'GCP']",Entry,Contract,2024-06-30,Large,"['BigQuery', 'MLflow']",78021,NP
Retail,AI Product Manager,"['Power BI', 'MLflow', 'SQL', 'AWS']",Mid,Full-time,2024-06-30,Mid,"['KDB+', 'LangChain', 'BigQuery']",148403,LS
Tech,Data Scientist,"['Excel', 'Scikit-learn', 'PyTorch', 'C++', 'GCP']",Mid,Contract,2024-06-30,Large,['KDB+'],78872,GW
Automotive,AI Product Manager,"['GCP', 'Azure', 'AWS', 'SQL', 'MLflow', 'CUDA']",Mid,Internship,2024-06-30,Startup,"['TensorFlow', 'KDB+', 'FastAPI']",108145,MD
Automotive,NLP Engineer,"['Keras', 'PyTorch', 'Azure', 'C++', 'Python', 'LangChain']",Mid,Remote,2024-06-30,Mid,['LangChain'],127730,IR
Finance,Computer Vision Engineer,"['Pandas', 'C++', 'Power BI', 'Hugging Face', 'Excel']",Entry,Internship,2024-07-01,Mid,"['KDB+', 'PyTorch', 'BigQuery']",83586,GE
Education,Quant Researcher,"['Pandas', 'MLflow', 'Power BI', 'Python']",Senior,Internship,2024-07-02,Startup,"['LangChain', 'TensorFlow']",91516,FI
Retail,AI Product Manager,"['R', 'Excel', 'NumPy']",Mid,Full-time,2024-07-02,Mid,"['Scikit-learn', 'MLflow', 'PyTorch']",119647,LA
Retail,Data Analyst,"['TensorFlow', 'SQL', 'Scikit-learn']",Mid,Full-time,2024-07-03,Startup,"['MLflow', 'LangChain', 'PyTorch']",47968,ER
Automotive,Data Scientist,"['Pandas', 'SQL', 'CUDA', 'Power BI', 'AWS']",Senior,Full-time,2024-07-03,Startup,"['PyTorch', 'BigQuery', 'TensorFlow']",136391,BW
E-commerce,Data Scientist,"['R', 'C++', 'SQL', 'GCP', 'MLflow', 'TensorFlow']",Mid,Contract,2024-07-04,Large,"['LangChain', 'MLflow', 'TensorFlow']",149741,PG
E-commerce,AI Product Manager,"['C++', 'Scikit-learn', 'FastAPI']",Entry,Remote,2024-07-04,Large,['TensorFlow'],121907,KZ
Education,ML Engineer,"['FastAPI', 'Azure', 'AWS', 'Python']",Mid,Remote,2024-07-05,Startup,['FastAPI'],91126,TM
Retail,AI Product Manager,"['R', 'FastAPI', 'Power BI']",Mid,Internship,2024-07-06,Large,['KDB+'],59596,TZ
Education,NLP Engineer,"['Pandas', 'CUDA', 'NumPy', 'FastAPI']",Mid,Remote,2024-07-08,Large,['FastAPI'],129842,FJ
Automotive,NLP Engineer,"['PyTorch', 'Reinforcement Learning', 'R', 'NumPy']",Mid,Internship,2024-07-08,Startup,"['FastAPI', 'PyTorch']",113035,TG
Education,AI Product Manager,"['SQL', 'MLflow', 'Keras']",Mid,Remote,2024-07-08,Large,['MLflow'],42730,BF
Retail,NLP Engineer,"['Reinforcement Learning', 'Pandas', 'Azure', 'SQL', 'C++']",Senior,Full-time,2024-07-08,Startup,"['TensorFlow', 'Scikit-learn']",57340,LU
Education,Quant Researcher,"['Reinforcement Learning', 'TensorFlow', 'R', 'SQL', 'FastAPI']",Mid,Contract,2024-07-08,Large,['TensorFlow'],125497,CH
Finance,AI Researcher,"['Hugging Face', 'R', 'C++']",Mid,Remote,2024-07-09,Large,"['TensorFlow', 'LangChain', 'FastAPI']",108708,PH
Retail,NLP Engineer,"['R', 'Azure', 'Hugging Face', 'C++', 'PyTorch', 'AWS']",Mid,Full-time,2024-07-09,Mid,"['PyTorch', 'BigQuery', 'TensorFlow']",45412,BO
Tech,AI Researcher,"['Scikit-learn', 'CUDA', 'GCP', 'SQL', 'Reinforcement Learning']",Entry,Contract,2024-07-09,Large,"['LangChain', 'BigQuery']",41971,SL
Finance,AI Researcher,"['GCP', 'Keras', 'Azure', 'SQL', 'Scikit-learn', 'NumPy']",Entry,Contract,2024-07-10,Large,['BigQuery'],93411,TR
Retail,NLP Engineer,"['FastAPI', 'NumPy', 'C++', 'Azure']",Entry,Contract,2024-07-10,Mid,"['MLflow', 'KDB+', 'FastAPI']",92799,PS
E-commerce,Computer Vision Engineer,"['Excel', 'Flask', 'AWS', 'R']",Senior,Internship,2024-07-10,Mid,"['PyTorch', 'KDB+']",81871,AL
E-commerce,NLP Engineer,"['FastAPI', 'SQL', 'GCP', 'Pandas', 'CUDA', 'Reinforcement Learning']",Entry,Internship,2024-07-11,Large,"['FastAPI', 'Scikit-learn', 'KDB+']",101444,BD
E-commerce,AI Product Manager,"['Reinforcement Learning', 'Pandas', 'AWS', 'PyTorch', 'Azure', 'C++']",Entry,Remote,2024-07-11,Startup,"['LangChain', 'BigQuery', 'KDB+']",65640,ZM
Tech,Computer Vision Engineer,"['AWS', 'Keras', 'GCP', 'SQL']",Mid,Internship,2024-07-11,Startup,['LangChain'],98170,JM
E-commerce,Data Analyst,"['FastAPI', 'GCP', 'C++']",Entry,Internship,2024-07-12,Mid,"['FastAPI', 'LangChain']",132513,RO
Automotive,NLP Engineer,"['PyTorch', 'Excel', 'LangChain', 'Scikit-learn']",Senior,Full-time,2024-07-12,Startup,"['TensorFlow', 'FastAPI', 'KDB+']",67012,GN
Automotive,Data Analyst,"['Excel', 'Azure', 'Hugging Face', 'FastAPI']",Entry,Contract,2024-07-12,Startup,['TensorFlow'],149181,QA
Education,ML Engineer,"['Keras', 'R', 'Power BI', 'LangChain']",Entry,Contract,2024-07-13,Startup,['KDB+'],98076,BS
Tech,Data Analyst,"['LangChain', 'Reinforcement Learning', 'CUDA', 'Pandas', 'Excel']",Senior,Remote,2024-07-13,Large,['TensorFlow'],85582,ER
Healthcare,Data Scientist,"['GCP', 'Power BI', 'Hugging Face', 'SQL']",Entry,Contract,2024-07-13,Mid,"['BigQuery', 'MLflow']",44089,PK
Automotive,AI Product Manager,"['Python', 'MLflow', 'LangChain', 'GCP', 'PyTorch', 'Keras']",Entry,Full-time,2024-07-14,Startup,"['PyTorch', 'Scikit-learn', 'BigQuery']",101793,ST
Retail,Quant Researcher,"['Azure', 'TensorFlow', 'AWS', 'Flask', 'Reinforcement Learning', 'LangChain']",Mid,Remote,2024-07-14,Mid,"['KDB+', 'BigQuery']",92934,PS
Healthcare,ML Engineer,"['Excel', 'PyTorch', 'TensorFlow']",Senior,Contract,2024-07-16,Large,['TensorFlow'],87528,SI
E-commerce,ML Engineer,"['Scikit-learn', 'FastAPI', 'PyTorch', 'Hugging Face', 'GCP', 'LangChain']",Entry,Contract,2024-07-16,Mid,"['BigQuery', 'MLflow']",149671,KN
Finance,ML Engineer,"['CUDA', 'Excel', 'Flask', 'Hugging Face', 'MLflow', 'Python']",Mid,Full-time,2024-07-16,Mid,"['MLflow', 'KDB+']",70538,BY
Finance,AI Researcher,"['AWS', 'CUDA', 'GCP', 'Scikit-learn', 'Azure']",Mid,Internship,2024-07-17,Large,"['Scikit-learn', 'KDB+']",132748,TL
Healthcare,Computer Vision Engineer,"['Python', 'Keras', 'CUDA', 'PyTorch', 'MLflow', 'NumPy']",Mid,Remote,2024-07-17,Mid,['PyTorch'],69015,DE
Automotive,AI Product Manager,"['MLflow', 'Excel', 'Scikit-learn', 'Reinforcement Learning', 'Python']",Mid,Remote,2024-07-17,Startup,['PyTorch'],104125,CO
Finance,AI Product Manager,"['Pandas', 'Python', 'PyTorch', 'R', 'Flask']",Senior,Internship,2024-07-17,Startup,"['TensorFlow', 'PyTorch']",98712,TN
Retail,Computer Vision Engineer,"['Python', 'Azure', 'R', 'TensorFlow', 'GCP']",Entry,Remote,2024-07-18,Startup,"['MLflow', 'BigQuery', 'Scikit-learn']",46832,ES
Finance,AI Product Manager,"['MLflow', 'Flask', 'Keras', 'Scikit-learn', 'LangChain']",Entry,Contract,2024-07-18,Mid,['TensorFlow'],46169,RW
Automotive,Data Analyst,"['PyTorch', 'FastAPI', 'MLflow', 'C++', 'Pandas', 'NumPy']",Entry,Internship,2024-07-18,Startup,"['MLflow', 'Scikit-learn']",132168,UY
Healthcare,Quant Researcher,"['AWS', 'Pandas', 'FastAPI', 'R']",Mid,Full-time,2024-07-18,Large,"['KDB+', 'LangChain', 'Scikit-learn']",140975,AR
Healthcare,Quant Researcher,"['GCP', 'NumPy', 'Hugging Face']",Entry,Full-time,2024-07-18,Large,"['Scikit-learn', 'LangChain']",49343,AD
Finance,NLP Engineer,"['MLflow', 'Pandas', 'Keras']",Mid,Internship,2024-07-18,Large,['PyTorch'],83798,MM
Finance,ML Engineer,"['CUDA', 'SQL', 'NumPy', 'Python', 'Flask']",Senior,Internship,2024-07-18,Startup,['FastAPI'],110310,VE
E-commerce,Data Analyst,"['FastAPI', 'Excel', 'AWS', 'TensorFlow']",Entry,Internship,2024-07-19,Mid,['PyTorch'],137871,VU
Healthcare,NLP Engineer,"['Power BI', 'Pandas', 'Flask']",Senior,Remote,2024-07-19,Large,"['Scikit-learn', 'KDB+', 'FastAPI']",93786,KG
E-commerce,Computer Vision Engineer,"['GCP', 'Reinforcement Learning', 'CUDA', 'NumPy', 'SQL']",Entry,Contract,2024-07-20,Mid,"['FastAPI', 'MLflow']",56178,BO
Education,Quant Researcher,"['AWS', 'Scikit-learn', 'TensorFlow', 'FastAPI', 'Power BI', 'Azure']",Senior,Full-time,2024-07-20,Mid,['PyTorch'],141020,PE
Tech,Data Analyst,"['NumPy', 'Pandas', 'Excel']",Mid,Remote,2024-07-21,Mid,"['PyTorch', 'FastAPI', 'BigQuery']",143724,CM
Finance,Data Analyst,"['GCP', 'Pandas', 'R']",Mid,Remote,2024-07-21,Large,['KDB+'],124312,LB
Healthcare,Data Analyst,"['PyTorch', 'NumPy', 'SQL', 'FastAPI']",Senior,Contract,2024-07-23,Mid,['FastAPI'],62381,IN
E-commerce,ML Engineer,"['FastAPI', 'NumPy', 'C++']",Senior,Internship,2024-07-23,Mid,['BigQuery'],83533,MA
Healthcare,AI Researcher,"['GCP', 'Azure', 'Reinforcement Learning', 'TensorFlow', 'CUDA', 'FastAPI']",Mid,Contract,2024-07-24,Large,['Scikit-learn'],94345,QA
E-commerce,AI Product Manager,"['Hugging Face', 'SQL', 'MLflow', 'Scikit-learn', 'Power BI']",Entry,Contract,2024-07-24,Startup,['BigQuery'],79445,MW
Healthcare,Quant Researcher,"['R', 'CUDA', 'Reinforcement Learning']",Senior,Internship,2024-07-24,Startup,"['TensorFlow', 'BigQuery', 'MLflow']",63107,SO
Healthcare,Quant Researcher,"['GCP', 'Hugging Face', 'Python']",Mid,Remote,2024-07-24,Large,['PyTorch'],88549,JM
Finance,Data Scientist,"['MLflow', 'Reinforcement Learning', 'LangChain', 'CUDA', 'Python']",Entry,Remote,2024-07-24,Startup,"['PyTorch', 'TensorFlow']",119481,PW
Finance,Data Scientist,"['Power BI', 'R', 'Python', 'C++', 'SQL']",Entry,Internship,2024-07-25,Large,['KDB+'],101352,SZ
Retail,Computer Vision Engineer,"['Power BI', 'NumPy', 'TensorFlow', 'Flask', 'SQL']",Senior,Full-time,2024-07-25,Startup,"['BigQuery', 'FastAPI']",124397,IQ
Retail,AI Researcher,"['Keras', 'Hugging Face', 'Power BI', 'C++', 'SQL', 'Python']",Mid,Full-time,2024-07-25,Startup,['MLflow'],79291,NA
Automotive,AI Product Manager,"['Pandas', 'Keras', 'Scikit-learn', 'TensorFlow']",Mid,Internship,2024-07-26,Startup,['BigQuery'],103675,VA
Education,AI Product Manager,"['Python', 'MLflow', 'Azure', 'Reinforcement Learning']",Entry,Internship,2024-07-26,Large,"['FastAPI', 'Scikit-learn']",72794,TW
Finance,Data Scientist,"['Flask', 'FastAPI', 'Scikit-learn', 'AWS', 'Reinforcement Learning', 'MLflow']",Entry,Full-time,2024-07-26,Large,"['PyTorch', 'Scikit-learn']",113860,JP
Education,ML Engineer,"['Power BI', 'CUDA', 'PyTorch', 'SQL', 'Excel', 'GCP']",Senior,Internship,2024-07-26,Startup,"['TensorFlow', 'MLflow']",91241,DE
Education,AI Researcher,"['CUDA', 'MLflow', 'LangChain']",Mid,Internship,2024-07-27,Startup,"['TensorFlow', 'FastAPI', 'PyTorch']",128089,PG
Automotive,NLP Engineer,"['R', 'MLflow', 'Azure', 'Scikit-learn']",Entry,Internship,2024-07-27,Mid,['PyTorch'],98266,LY
Tech,ML Engineer,"['FastAPI', 'Keras', 'C++', 'LangChain', 'SQL', 'AWS']",Mid,Full-time,2024-07-27,Mid,"['PyTorch', 'LangChain']",46712,BN
Retail,NLP Engineer,"['FastAPI', 'Pandas', 'MLflow', 'R']",Entry,Full-time,2024-07-27,Mid,"['MLflow', 'TensorFlow', 'PyTorch']",46308,WS
Automotive,AI Product Manager,"['Reinforcement Learning', 'C++', 'PyTorch', 'AWS', 'Azure']",Mid,Internship,2024-07-28,Large,"['FastAPI', 'LangChain', 'KDB+']",48979,FJ
Automotive,Data Scientist,"['Azure', 'FastAPI', 'Keras', 'SQL']",Mid,Contract,2024-07-28,Startup,"['TensorFlow', 'MLflow']",115594,VN
